400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforFebruary 3, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230203P00385000 2023-01-24 4:13PM EST 385.00 1.10 1.10 1.11 -0.20 -15.38% 4,252 16,480 22.38%
SPY230203P00386000 2023-01-24 4:14PM EST 386.00 1.24 1.21 1.24 -0.23 -15.65% 768 3,988 22.19%
SPY230203P00387000 2023-01-24 4:03PM EST 387.00 1.32 1.35 1.38 -0.17 -11.41% 1,102 4,425 21.97%
SPY230203P00387500 2023-01-24 4:11PM EST 387.50 1.36 1.42 1.45 -0.24 -15.00% 571 4,501 21.84%
SPY230203P00388000 2023-01-24 4:13PM EST 388.00 1.49 1.49 1.53 -0.26 -14.86% 1,702 9,334 21.74%
SPY230203P00389000 2023-01-24 4:07PM EST 389.00 1.63 1.66 1.70 -0.29 -15.10% 1,427 5,745 21.53%
SPY230203P00390000 2023-01-24 4:14PM EST 390.00 1.88 1.84 1.88 -0.21 -10.05% 8,134 37,372 21.28%
SPY230203P00391000 2023-01-24 4:14PM EST 391.00 2.09 2.04 2.08 -0.26 -11.06% 1,399 5,976 21.05%
SPY230203P00392000 2023-01-24 4:11PM EST 392.00 2.18 2.26 2.30 -0.48 -18.05% 2,182 8,199 20.83%
SPY230203P00392500 2023-01-24 4:03PM EST 392.50 2.31 2.38 2.42 -0.46 -16.61% 1,725 6,376 20.72%
SPY230203P00393000 2023-01-24 4:13PM EST 393.00 2.53 2.50 2.54 -0.30 -10.60% 2,801 6,642 20.59%
SPY230203P00394000 2023-01-24 4:13PM EST 394.00 2.79 2.76 2.80 -0.21 -7.00% 2,619 4,997 20.36%
SPY230203P00395000 2023-01-24 4:14PM EST 395.00 3.07 3.04 3.08 -0.30 -8.90% 6,400 27,686 20.11%
SPY230203P00396000 2023-01-24 4:14PM EST 396.00 3.43 3.34 3.39 -0.32 -8.53% 2,095 5,255 19.87%
SPY230203P00397000 2023-01-24 4:14PM EST 397.00 3.71 3.68 3.72 -0.34 -8.40% 8,376 9,270 19.62%
SPY230203P00397500 2023-01-24 4:11PM EST 397.50 3.71 3.84 3.89 -0.51 -12.09% 1,969 3,805 19.47%
SPY230203P00398000 2023-01-24 4:03PM EST 398.00 3.90 4.02 4.07 -0.38 -8.88% 3,365 4,467 19.34%
SPY230203P00399000 2023-01-24 4:02PM EST 399.00 4.23 4.40 4.45 -0.59 -12.24% 4,345 4,431 19.06%
SPY230203P00400000 2023-01-24 4:13PM EST 400.00 4.82 4.81 4.86 -0.36 -6.95% 10,105 8,979 18.78%
SPY230203P00401000 2023-01-24 4:14PM EST 401.00 5.29 5.26 5.30 -0.38 -6.70% 3,519 5,282 18.49%
SPY230203P00402000 2023-01-24 4:10PM EST 402.00 5.54 5.71 5.76 -0.62 -10.06% 2,539 3,856 18.15%
SPY230203P00403000 2023-01-24 4:14PM EST 403.00 6.26 6.21 6.25 -0.44 -6.57% 1,151 2,029 17.80%
SPY230203P00404000 2023-01-24 4:03PM EST 404.00 6.44 6.73 6.78 -0.59 -8.39% 97 2,280 17.46%
SPY230203P00405000 2023-01-24 3:42PM EST 405.00 8.29 7.02 7.58 +0.49 +6.28% 629 2,085 18.07%
SPY230203P00406000 2023-01-24 4:12PM EST 406.00 7.79 7.56 8.17 -0.38 -4.65% 259 915 17.71%
SPY230203P00407000 2023-01-24 4:06PM EST 407.00 8.29 8.19 8.80 -0.93 -10.09% 99 842 17.37%
SPY230203P00408000 2023-01-24 4:01PM EST 408.00 8.95 8.78 9.46 -1.20 -11.82% 12 397 16.99%
SPY230203P00409000 2023-01-24 1:37PM EST 409.00 10.25 9.44 10.15 -0.93 -8.32% 18 86 16.58%
SPY230203P00410000 2023-01-24 3:43PM EST 410.00 11.79 10.16 10.88 +0.79 +7.18% 472 244 16.18%
SPY230203P00411000 2023-01-24 1:37PM EST 411.00 11.75 10.84 11.62 -1.02 -7.99% 9 40 15.60%
SPY230203P00412000 2023-01-24 3:22PM EST 412.00 12.45 11.63 12.41 +0.11 +0.89% 7 27 15.08%
